"","SSB_MSY_om","TotYield_MSY_om","SSB_Unfished_om","depletion_om","NLL_om","params_on_bound_om","NatM_p_1_Fem_GP_1_om","L_at_Amin_Fem_GP_1_om","L_at_Amax_Fem_GP_1_om","VonBert_K_Fem_GP_1_om","CV_young_Fem_GP_1_om","CV_old_Fem_GP_1_om","Wtlen_1_Fem_om","Wtlen_2_Fem_om","Mat50._Fem_om","Mat_slope_Fem_om","Eggs.kg_inter_Fem_om","Eggs.kg_slope_wt_Fem_om","RecrDist_GP_1_om","RecrDist_Area_1_om","RecrDist_Seas_1_om","CohortGrowDev_om","AgeKeyParm1_om","AgeKeyParm2_om","AgeKeyParm3_om","AgeKeyParm4_om","AgeKeyParm5_om","AgeKeyParm6_om","AgeKeyParm7_om","SR_LN_R0_om","SR_BH_steep_om","SR_sigmaR_om","SR_envlink_om","SR_R1_offset_om","SR_autocorr_om","InitF_1fishery_om","LnQ_base_1_fishery_om","LnQ_base_2_survey_om","SizeSel_1P_1_fishery_om","SizeSel_1P_2_fishery_om","SizeSel_2P_1_survey_om","SizeSel_2P_2_survey_om","SizeSel_2P_3_survey_om","SizeSel_2P_4_survey_om","SizeSel_2P_5_survey_om","SizeSel_2P_6_survey_om","Catch_endyear_om","SSB_MSY_em","TotYield_MSY_em","SSB_Unfished_em","depletion_em","NLL_em","params_on_bound_em","NatM_p_1_Fem_GP_1_em","L_at_Amin_Fem_GP_1_em","L_at_Amax_Fem_GP_1_em","VonBert_K_Fem_GP_1_em","CV_young_Fem_GP_1_em","CV_old_Fem_GP_1_em","Wtlen_1_Fem_em","Wtlen_2_Fem_em","Mat50._Fem_em","Mat_slope_Fem_em","Eggs.kg_inter_Fem_em","Eggs.kg_slope_wt_Fem_em","RecrDist_GP_1_em","RecrDist_Area_1_em","RecrDist_Seas_1_em","CohortGrowDev_em","AgeKeyParm1_em","AgeKeyParm2_em","AgeKeyParm3_em","AgeKeyParm4_em","AgeKeyParm5_em","AgeKeyParm6_em","AgeKeyParm7_em","SR_LN_R0_em","SR_BH_steep_em","SR_sigmaR_em","SR_envlink_em","SR_R1_offset_em","SR_autocorr_em","InitF_1fishery_em","LnQ_base_1_fishery_em","LnQ_base_2_survey_em","SizeSel_1P_1_fishery_em","SizeSel_1P_2_fishery_em","SizeSel_2P_1_survey_em","SizeSel_2P_2_survey_em","SizeSel_2P_3_survey_em","SizeSel_2P_4_survey_em","SizeSel_2P_5_survey_em","SizeSel_2P_6_survey_em","Catch_endyear_em","bias1","bias2","bias3","bias4","bias5","bias.converged","bias.tried","scenario","replicate","D","E","F","species","max_grad","version","RunTime","hessian"
"24",8425.52,0,8425.52,0.173646255661372,-115.627,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,531.547,8454.23,0,8454.23,0.163063933675805,587.336,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.43228,0.8,0.8,0,0,0,0.0151653,0,0,44.7118,11.2217,29.9195,-6.16536,2.91751,3.48754,-17.5159,-4.40792,531.548,NA,NA,NA,NA,NA,NA,NA,"D100-E0-F0-sna",24,"D100","E0","F0","sna",0.000165132,"#V3.24O",0.166666666666667,FALSE
"25",8425.52,0,8425.52,0.173156078200515,-115.627,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,529.873,8421.23,0,8421.23,0.167999211516607,518.307,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42837,0.8,0.8,0,0,0,0.0150414,0,0,44.2706,10.5406,29.7838,-8.30724,2.84528,3.685,-18.131,-4.90001,529.874,NA,NA,NA,NA,NA,NA,NA,"D100-E0-F0-sna",25,"D100","E0","F0","sna",0.000235893,"#V3.24O",0.15,FALSE
"26",8425.52,0,8425.52,0.173799361938492,-115.626,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,531.866,8568.25,0,8568.25,0.126751670411111,269.768,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.44568,0.8,0.8,0,0,0,0.0151425,0,0,45.1186,12.2859,28.8746,-4.83577,2.51818,3.75095,-17.3383,-5.35278,531.875,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",1,"D101","E0","F0","sna",7.87027e-05,"#V3.24O",0.116666666666667,FALSE
"27",8425.52,0,8425.52,0.172935320312574,-115.627,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,529.524,8707.07,0,8707.07,0.118971134951252,262.795,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.46175,0.8,0.8,0,0,0,0.0146492,0,0,44.6352,11.1577,30.2699,-14.6893,2.99781,3.59301,-17.5331,-4.96079,529.536,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",2,"D101","E0","F0","sna",0.000113779,"#V3.24O",0.1,FALSE
"28",8425.52,0,8425.52,0.171854081409812,-115.626,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,526.381,8401.49,0,8401.49,0.120890461096782,236.018,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42602,0.8,0.8,0,0,0,0.0151511,0,0,44.5374,10.0377,28.6591,-4.19277,2.4617,3.58377,-17.4909,-4.45627,526.394,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",3,"D101","E0","F0","sna",3.20381e-05,"#V3.24O",0.116666666666667,FALSE
"29",8425.52,0,8425.52,0.172405976129663,-115.627,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,527.911,8565.87,0,8565.87,0.18325984400884,262.41,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.4454,0.8,0.8,0,0,0,0.0150189,0,0,44.8764,11.4975,29.528,-15.8054,2.80773,3.74022,-17.8474,-4.77297,527.911,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",4,"D101","E0","F0","sna",4.27396e-05,"#V3.24O",0.0833333333333333,FALSE
"30",8425.52,0,8425.52,0.172445142851717,-115.627,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,527.39,8583.45,0,8583.45,0.162235464760673,277.746,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.44745,0.8,0.8,0,0,0,0.0145551,0,0,43.8025,10.2049,29.8162,-15.2967,2.77127,3.60245,-17.795,-3.94146,527.391,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",5,"D101","E0","F0","sna",6.57916e-06,"#V3.24O",0.0833333333333333,FALSE
"31",8425.52,0,8425.52,0.172911582905269,-115.625,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,528.388,8589.65,0,8589.65,0.176703358111215,272.599,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.44817,0.8,0.8,0,0,0,0.0155428,0,0,46.1708,13.0407,28.7489,-16.2604,2.5021,3.88737,-17.869,-5.65446,528.389,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",6,"D101","E0","F0","sna",5.00399e-05,"#V3.24O",0.1,FALSE
"32",8425.52,0,8425.52,0.173182189348551,-115.626,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,529.886,8614.43,0,8614.43,0.135300884678383,275.977,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.45105,0.8,0.8,0,0,0,0.0150122,0,0,45.1457,11.287,29.7823,-15.7635,2.94466,3.59622,-17.7406,-5.35966,529.891,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",7,"D101","E0","F0","sna",8.6555e-05,"#V3.24O",0.1,FALSE
"33",8425.52,0,8425.52,0.172208955649028,-115.626,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,527.887,8549.25,0,8549.25,0.134953358481738,255.313,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.44346,0.8,0.8,0,0,0,0.0154662,0,0,45.8662,12.3431,28.4534,-3.66397,2.51213,3.35425,-17.6934,-4.8131,527.894,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",8,"D101","E0","F0","sna",0.000176527,"#V3.24O",0.116666666666667,FALSE
"34",8425.52,0,8425.52,0.17296143146061,-115.628,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,529.361,8390.11,0,8390.11,0.110739787678588,264.561,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42467,0.8,0.8,0,0,0,0.0152062,0,0,44.4983,11.0065,28.7122,-3.70074,2.53582,3.16513,-17.8614,-3.83574,529.393,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",9,"D101","E0","F0","sna",0.000205577,"#V3.24O",0.116666666666667,FALSE
"35",8425.52,0,8425.52,0.173912114623192,-115.627,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,532.124,8491.48,0,8491.48,0.157563816908242,270.021,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.43668,0.8,0.8,0,0,0,0.0147633,0,0,43.8359,10.694,29.1666,-16.0999,2.64118,3.69857,-17.6924,-4.91215,532.125,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2.23002e-05,"#V3.24O",0.116666666666667,FALSE
"36",8425.52,0,8425.52,0.173408881588317,-115.627,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,530.965,8392.27,0,8392.27,0.139954982382597,231.039,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42493,0.8,0.8,0,0,0,0.0152307,0,0,44.587,10.9476,29.522,-4.35795,2.74131,3.44159,-17.7455,-4.65452,530.969,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",11,"D101","E0","F0","sna",9.04821e-05,"#V3.24O",0.1,FALSE
"37",8425.52,0,8425.52,0.173348351199689,-115.626,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,530.377,8646.06,0,8646.06,0.137788773152164,291.485,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.45472,0.8,0.8,0,0,0,0.0153813,0,0,46.012,13.2833,29.3777,-15.52,2.73539,3.69715,-17.7401,-4.33394,530.383,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",12,"D101","E0","F0","sna",3.26059e-06,"#V3.24O",0.1,FALSE
"38",8425.52,0,8425.52,0.171679611466117,-115.626,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,525.799,8584.27,0,8584.27,0.159347271229819,240.731,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.44755,0.8,0.8,0,0,0,0.0152511,0,0,45.4927,12.3017,29.3302,-4.97698,2.71615,3.56101,-17.6868,-5.09792,525.8,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",13,"D101","E0","F0","sna",7.30608e-05,"#V3.24O",0.133333333333333,FALSE
"39",8425.52,0,8425.52,0.171649939706985,-115.626,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,525.303,8685.97,0,8685.97,0.155180135321674,303.912,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.45932,0.8,0.8,0,0,0,0.0148947,0,0,45.1389,11.7264,29.3359,-16.1889,2.78353,3.68455,-17.0627,-4.98898,525.304,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",14,"D101","E0","F0","sna",8.37466e-06,"#V3.24O",0.0833333333333333,FALSE
"40",8425.52,0,8425.52,0.173439740217814,-115.627,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,530.859,8714.77,0,8714.77,0.110570215851939,267.314,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.46263,0.8,0.8,0,0,0,0.014553,0,0,44.3599,11.4123,28.7312,-4.18421,2.58502,3.42768,-17.7001,-4.24361,530.881,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",15,"D101","E0","F0","sna",7.34466e-05,"#V3.24O",0.116666666666667,FALSE
"41",8425.52,0,8425.52,0.173580977791282,-115.626,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,531.17,8677.34,0,8677.34,0.207383829606769,251.342,1,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.45833,0.8,0.8,0,0,0,0.0147517,0,0,44.8542,10.5285,29.7403,-15.5439,2.68287,3.50367,-10.037,-4.24491,531.17,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",16,"D101","E0","F0","sna",3.53926e-05,"#V3.24O",0.1,FALSE
"42",8425.52,0,8425.52,0.172606557221394,-115.627,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,528.215,8588.94,0,8588.94,0.147537414395723,247.625,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.44809,0.8,0.8,0,0,0,0.0145682,0,0,43.7494,11.0833,29.1982,-15.4129,2.74312,3.7173,-17.6735,-4.48958,528.217,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",17,"D101","E0","F0","sna",2.43999e-06,"#V3.24O",0.0833333333333333,FALSE
"43",8425.52,0,8425.52,0.172555521795687,-115.628,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,528.133,8399.11,0,8399.11,0.115966215468067,257.151,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42574,0.8,0.8,0,0,0,0.0146315,0,0,43.0616,9.39449,29.7718,-15.762,2.8237,3.58745,-17.7382,-4.49538,528.144,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",18,"D101","E0","F0","sna",1.34732e-06,"#V3.24O",0.1,FALSE
"44",8425.52,0,8425.52,0.172849865646275,-115.627,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,529.32,8480.86,0,8480.86,0.11853043205524,274.742,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.43543,0.8,0.8,0,0,0,0.0158422,0,0,46.3233,13.3318,30.5684,-4.67804,3.0122,3.27929,-17.7345,-5.21356,529.348,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",19,"D101","E0","F0","sna",0.000185017,"#V3.24O",0.133333333333333,FALSE
"45",8425.52,0,8425.52,0.174040296622642,-115.627,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,533.161,8545.96,0,8545.96,0.185748587636731,274.74,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.44307,0.8,0.8,0,0,0,0.0150931,0,0,45.051,10.9281,29.7381,-5.35911,2.79469,3.58913,-17.7881,-5.54353,533.161,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",20,"D101","E0","F0","sna",2.91323e-05,"#V3.24O",0.116666666666667,FALSE
"46",8425.52,0,8425.52,0.1725448399624,-115.626,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,528.591,8547.98,0,8547.98,0.155298678752173,272.144,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.44331,0.8,0.8,0,0,0,0.0152149,0,0,45.3179,11.4822,29.8202,-16.3736,2.82537,3.636,-17.6833,-4.80792,528.593,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",21,"D101","E0","F0","sna",6.41131e-05,"#V3.24O",0.0833333333333333,FALSE
"47",8425.52,0,8425.52,0.172327642685555,-115.628,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,527.378,8385.1,0,8385.1,0.120753479386054,265.295,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42407,0.8,0.8,0,0,0,0.0154605,0,0,45.0851,11.5924,29.9889,-6.47404,2.826,3.61869,-17.6441,-5.29009,527.396,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",22,"D101","E0","F0","sna",0.000124827,"#V3.24O",0.116666666666667,FALSE
"48",8425.52,0,8425.52,0.171856455150543,-115.627,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,525.777,8553.69,0,8553.69,0.133589129369898,282.215,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.44398,0.8,0.8,0,0,0,0.0152673,0,0,45.4049,12.0901,29.4823,-4.51629,2.78811,3.45383,-17.8041,-4.35035,525.783,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",23,"D101","E0","F0","sna",4.47133e-05,"#V3.24O",0.116666666666667,FALSE
"49",8425.52,0,8425.52,0.173646255661372,-115.627,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,531.547,8444.43,0,8444.43,0.126754558922272,252.175,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.43112,0.8,0.8,0,0,0,0.0151091,0,0,44.5288,11.0153,29.1463,-15.1227,2.59835,3.76723,-17.745,-5.64324,531.556,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",24,"D101","E0","F0","sna",4.14435e-05,"#V3.24O",0.1,FALSE
"50",8425.52,0,8425.52,0.173156078200515,-115.627,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.42888,0.8,0.8,0,0,0,0.015141,0,0,44.5104,11.0351,29.7528,-17.5462,2.82283,3.62088,-17.7889,-4.56702,529.873,8210.4,0,8210.4,0.142799376400663,252.749,0,0.2,8,83,0.1,0.1,0,4.5e-05,2.795,36.3,-0.25,1,0,0,0,0,1,1,0.25,1.25,1,2,4,1,7.40302,0.8,0.8,0,0,0,0.0156335,0,0,44.5487,11.7561,28.9719,-4.14887,2.54167,3.50123,-17.8708,-4.86355,529.877,NA,NA,NA,NA,NA,NA,NA,"D101-E0-F0-sna",25,"D101","E0","F0","sna",4.80335e-05,"#V3.24O",0.116666666666667,FALSE
