"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","D","E","F","species","year"
"540",1457.56,1296.56,0.61,1399.52,1298.76,0.564467,"D101-E0-F0-sna",5,"D101","E0","F0","sna",2013
"541",7707.06,1674.17,0,7807.5,1694.58,0,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1978
"542",7796.9,1675.48,0.45,7897.42,1695.89,0.438861,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1979
"543",5629.65,1630.8,0.52,5727.8,952.509,0.503379,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1980
"544",4098.28,1595.09,0.63,4193.43,2002.55,0.60359,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1981
"545",3020.36,1518.25,0.54,3112.63,1275.42,0.511863,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1982
"546",2581.06,1451.96,0.62,2669.71,852.424,0.582582,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1983
"547",2258.4,1447.41,0.48,2330.89,2679.45,0.449931,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1984
"548",2221.02,1452.4,0.5,2250.58,812.268,0.47493,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1985
"549",2185.04,1428.34,0.45,2158.23,1414.65,0.441289,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1986
"550",2200.79,1443.43,0.46,2124.05,1370.72,0.466662,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1987
"551",2184.45,1421.13,0.47,2064.1,2698.32,0.491088,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1988
"552",2142.31,1414.5,0.47,2016.77,859.842,0.501858,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1989
"553",2097.71,1403.08,0.69,2000.91,1530.46,0.730741,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1990
"554",1861.75,1382.95,0.57,1786,991.67,0.590783,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1991
"555",1804.97,1377.52,0.58,1746.21,692.209,0.598006,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1992
"556",1763.96,1364.38,0.62,1771.48,1522.64,0.623395,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1993
"557",1709.26,1372.07,0.86,1812.05,1093.85,0.796501,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1994
"558",1518.13,1296.51,0.91,1674.2,804.052,0.775088,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1995
"559",1380.39,1273.12,0.89,1507.67,3081.27,0.748548,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1996
"560",1312.83,1268.05,0.93,1343.34,317.159,0.840735,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1997
"561",1258.17,1239.8,0.77,1170.89,1301.48,0.797884,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1998
"562",1294.18,1232.45,0.71,1115.62,569.836,0.832251,"D101-E0-F0-sna",6,"D101","E0","F0","sna",1999
"563",1341.69,1267.15,0.73,1115.98,2710.91,0.922504,"D101-E0-F0-sna",6,"D101","E0","F0","sna",2000
"564",1352.08,1262.99,0.58,1163.07,669.582,0.727233,"D101-E0-F0-sna",6,"D101","E0","F0","sna",2001
"565",1422.84,1282.95,0.71,1314.23,1495.7,0.801137,"D101-E0-F0-sna",6,"D101","E0","F0","sna",2002
"566",1390.61,1268.99,0.74,1317.76,357.917,0.772582,"D101-E0-F0-sna",6,"D101","E0","F0","sna",2003
"567",1344.42,1271.16,0.64,1252.12,2498.97,0.678108,"D101-E0-F0-sna",6,"D101","E0","F0","sna",2004
"568",1363.88,1269.45,0.57,1281.1,960.412,0.619052,"D101-E0-F0-sna",6,"D101","E0","F0","sna",2005
"569",1419.2,1276.7,0.59,1392.03,1374.47,0.611095,"D101-E0-F0-sna",6,"D101","E0","F0","sna",2006
"570",1450.74,1312.35,0.55,1460.69,477.191,0.535721,"D101-E0-F0-sna",6,"D101","E0","F0","sna",2007
"571",1497.38,1315.59,0.61,1497.27,715.132,0.588583,"D101-E0-F0-sna",6,"D101","E0","F0","sna",2008
"572",1492.65,1329.92,0.6,1488.82,402.454,0.592095,"D101-E0-F0-sna",6,"D101","E0","F0","sna",2009
"573",1493.05,1315.97,0.62,1523.62,406.178,0.603321,"D101-E0-F0-sna",6,"D101","E0","F0","sna",2010
"574",1481.5,1309.16,0.66,1534.31,406.948,0.616288,"D101-E0-F0-sna",6,"D101","E0","F0","sna",2011
"575",1453.72,1305.2,0.63,1450.13,400.662,0.593165,"D101-E0-F0-sna",6,"D101","E0","F0","sna",2012
"576",1458.79,1296.86,0.61,1295.07,1263.4,0.642815,"D101-E0-F0-sna",6,"D101","E0","F0","sna",2013
"577",7707.06,1674.17,0,7902.27,1712.18,0,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1978
"578",7796.9,1675.48,0.45,7992,1713.48,0.44478,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1979
"579",5629.65,1658.19,0.52,5826.62,1167.28,0.509175,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1980
"580",4098.28,1586.9,0.63,4299.97,1306.19,0.608054,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1981
"581",3020.37,1509.66,0.54,3227.36,2418.48,0.512919,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1982
"582",2581.18,1489.57,0.62,2792.52,826.516,0.58064,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1983
"583",2259.17,1466.96,0.48,2462.2,2049.43,0.446279,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1984
"584",2223.57,1434.91,0.5,2389.59,1311.69,0.468497,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1985
"585",2189.62,1448.09,0.45,2298.02,1280.66,0.433045,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1986
"586",2206.49,1447.37,0.46,2287.99,1270.83,0.456569,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1987
"587",2191.71,1419.32,0.47,2282.31,1327.79,0.469772,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1988
"588",2152.55,1426.41,0.47,2268.06,527.669,0.463275,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1989
"589",2110.11,1404.74,0.69,2252.69,2593.73,0.664626,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1990
"590",1873.08,1389.69,0.57,2020.02,1302.66,0.538077,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1991
"591",1815.05,1361,0.58,1931.93,830.87,0.5497,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1992
"592",1772.66,1361.87,0.62,1827.51,1807.33,0.606999,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1993
"593",1716.67,1348.74,0.86,1691.82,1091.54,0.897063,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1994
"594",1524.03,1320.92,0.91,1458.67,1160.09,1.02629,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1995
"595",1384.99,1288.06,0.89,1349.33,747.651,1.00644,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1996
"596",1315.29,1282.11,0.93,1314.38,2387.73,0.991563,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1997
"597",1257.37,1239.11,0.77,1260.82,734.056,0.806888,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1998
"598",1290.55,1248.1,0.71,1282.34,762.889,0.753113,"D101-E0-F0-sna",7,"D101","E0","F0","sna",1999
"599",1337.71,1248.45,0.73,1299.39,1980.16,0.789318,"D101-E0-F0-sna",7,"D101","E0","F0","sna",2000
"600",1351.48,1260.76,0.58,1270.53,487.525,0.65142,"D101-E0-F0-sna",7,"D101","E0","F0","sna",2001
"601",1426.99,1278.38,0.71,1336.29,1728.31,0.827498,"D101-E0-F0-sna",7,"D101","E0","F0","sna",2002
"602",1398.23,1290.78,0.74,1329.02,954.911,0.85282,"D101-E0-F0-sna",7,"D101","E0","F0","sna",2003
"603",1352.67,1257.03,0.64,1285.39,1276.98,0.718296,"D101-E0-F0-sna",7,"D101","E0","F0","sna",2004
"604",1370.56,1290.11,0.57,1287.75,948.941,0.647111,"D101-E0-F0-sna",7,"D101","E0","F0","sna",2005
"605",1422.86,1301.83,0.59,1324.11,1905.45,0.681917,"D101-E0-F0-sna",7,"D101","E0","F0","sna",2006
"606",1451.55,1286.48,0.55,1336.31,894.115,0.643261,"D101-E0-F0-sna",7,"D101","E0","F0","sna",2007
"607",1497.52,1304.85,0.61,1365.97,427.489,0.724195,"D101-E0-F0-sna",7,"D101","E0","F0","sna",2008
"608",1493.89,1322.08,0.6,1340.73,314.716,0.725137,"D101-E0-F0-sna",7,"D101","E0","F0","sna",2009
"609",1496.34,1313.5,0.62,1319.7,314.473,0.768966,"D101-E0-F0-sna",7,"D101","E0","F0","sna",2010
"610",1487.31,1299.04,0.66,1302.96,313.253,0.839118,"D101-E0-F0-sna",7,"D101","E0","F0","sna",2011
"611",1460.14,1309.81,0.63,1262.02,310.175,0.806502,"D101-E0-F0-sna",7,"D101","E0","F0","sna",2012
"612",1462.24,1297.72,0.61,1170.14,1231.97,0.818133,"D101-E0-F0-sna",7,"D101","E0","F0","sna",2013
"613",7707.06,1674.17,0,7870.38,1704.59,0,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1978
"614",7796.9,1675.48,0.45,7959.82,1705.89,0.46325,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1979
"615",5629.65,1611.14,0.52,5801.74,1465.78,0.533158,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1980
"616",4098.28,1603.67,0.63,4283.99,1670.91,0.640694,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1981
"617",3020.35,1520.35,0.54,3219.11,1755.1,0.543638,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1982
"618",2580.97,1482.65,0.62,2789.64,1708.2,0.618429,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1983
"619",2257.87,1435.47,0.48,2470.38,908.412,0.476218,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1984
"620",2219.27,1452.1,0.5,2427.94,1643.29,0.496367,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1985
"621",2182.17,1424.79,0.45,2386.14,1175.14,0.448368,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1986
"622",2198.52,1412.87,0.46,2414.91,1376.03,0.458714,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1987
"623",2185.05,1443.22,0.47,2426.35,1546.09,0.464167,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1988
"624",2146.1,1394.75,0.47,2393.65,1507.27,0.457468,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1989
"625",2102.48,1405.68,0.69,2327.27,1168.6,0.665655,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1990
"626",1864.33,1397.13,0.57,2049.24,867.344,0.554886,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1991
"627",1803.99,1359.95,0.58,1950.52,2429.53,0.578482,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1992
"628",1759.92,1370.4,0.62,1882.45,666.306,0.633277,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1993
"629",1704.09,1345.14,0.86,1818.73,1601.99,0.88788,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1994
"630",1513.79,1304.78,0.91,1613.92,987.893,0.938708,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1995
"631",1377.76,1265.85,0.89,1447.01,1445.43,0.931022,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1996
"632",1311.5,1236.14,0.93,1370.64,1145.5,1.0001,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1997
"633",1256.56,1255.31,0.77,1330.55,1748.23,0.826708,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1998
"634",1290.8,1263.27,0.71,1368.91,865.266,0.750174,"D101-E0-F0-sna",8,"D101","E0","F0","sna",1999
"635",1336.39,1281.61,0.73,1400.05,1360.73,0.774819,"D101-E0-F0-sna",8,"D101","E0","F0","sna",2000
"636",1345.63,1278.91,0.58,1391.87,928.901,0.626933,"D101-E0-F0-sna",8,"D101","E0","F0","sna",2001
"637",1415.03,1273.27,0.71,1460.55,1642.88,0.776078,"D101-E0-F0-sna",8,"D101","E0","F0","sna",2002
"638",1383.11,1280.63,0.74,1450.25,769.321,0.800551,"D101-E0-F0-sna",8,"D101","E0","F0","sna",2003
"639",1341.21,1261.5,0.64,1431.08,1876.11,0.674778,"D101-E0-F0-sna",8,"D101","E0","F0","sna",2004
"640",1367.5,1273.05,0.57,1454.89,398.411,0.593293,"D101-E0-F0-sna",8,"D101","E0","F0","sna",2005
"641",1428.65,1300.23,0.59,1491.43,1914.92,0.622199,"D101-E0-F0-sna",8,"D101","E0","F0","sna",2006
"642",1462.43,1288.59,0.55,1498.24,892.391,0.596078,"D101-E0-F0-sna",8,"D101","E0","F0","sna",2007
"643",1508.11,1305.84,0.61,1523.59,304.879,0.677319,"D101-E0-F0-sna",8,"D101","E0","F0","sna",2008
"644",1500.55,1323.61,0.6,1502.54,297.189,0.676895,"D101-E0-F0-sna",8,"D101","E0","F0","sna",2009
"645",1498.49,1290.75,0.62,1482.14,298.15,0.708394,"D101-E0-F0-sna",8,"D101","E0","F0","sna",2010
"646",1485.83,1286.06,0.66,1442.68,295.897,0.770938,"D101-E0-F0-sna",8,"D101","E0","F0","sna",2011
"647",1456.97,1306.52,0.63,1366.48,291.287,0.765414,"D101-E0-F0-sna",8,"D101","E0","F0","sna",2012
"648",1459.23,1296.97,0.61,1241.85,1252.01,0.806254,"D101-E0-F0-sna",8,"D101","E0","F0","sna",2013
"649",7707.06,1674.17,0,7671.01,1666.98,0,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1978
"650",7796.9,1675.48,0.45,7760.85,1668.29,0.452328,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1979
"651",5629.65,1646.63,0.52,5593.62,1850.62,0.52396,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1980
"652",4098.28,1591.11,0.63,4062.34,2136.32,0.637037,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1981
"653",3020.36,1517.6,0.54,2984.69,1329.84,0.548031,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1982
"654",2581.13,1484.09,0.62,2546.43,594.99,0.631022,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1983
"655",2258.85,1440.76,0.48,2231.58,3274.02,0.488549,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1984
"656",2222.54,1419.79,0.5,2223.86,522.934,0.504559,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1985
"657",2187.93,1425,0.45,2247.42,1077.82,0.442835,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1986
"658",2204.89,1437.02,0.46,2317.12,1046.46,0.43645,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1987
"659",2190.14,1425.25,0.47,2318.29,1705.23,0.435804,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1988
"660",2149.05,1416.27,0.47,2305.24,1302.69,0.432917,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1989
"661",2102.35,1421.35,0.69,2300.61,1318.87,0.617537,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1990
"662",1860.86,1372.76,0.57,2042.94,839.005,0.496124,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1991
"663",1799.83,1373.2,0.58,1902.17,2506.67,0.520171,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1992
"664",1757.58,1329.91,0.62,1774.6,1052.99,0.596515,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1993
"665",1704.59,1366.47,0.86,1666.66,1435.83,0.881755,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1994
"666",1517.16,1322.48,0.91,1442.11,850.616,0.969954,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1995
"667",1381.77,1278.38,0.89,1276.9,1758.34,0.986946,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1996
"668",1313.28,1243.93,0.93,1219.28,1299.32,1.0558,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1997
"669",1254.72,1238.97,0.77,1220.29,1085.69,0.825811,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1998
"670",1286.99,1247.28,0.71,1297.23,723.655,0.707921,"D101-E0-F0-sna",9,"D101","E0","F0","sna",1999
"671",1334.47,1255.2,0.73,1346.07,3042.82,0.713576,"D101-E0-F0-sna",9,"D101","E0","F0","sna",2000
"672",1348.34,1268.03,0.58,1351.5,381.105,0.575904,"D101-E0-F0-sna",9,"D101","E0","F0","sna",2001
"673",1421.24,1284.04,0.71,1435.62,1521.24,0.706223,"D101-E0-F0-sna",9,"D101","E0","F0","sna",2002
"674",1388.95,1259.68,0.74,1414.57,992.527,0.722189,"D101-E0-F0-sna",9,"D101","E0","F0","sna",2003
"675",1342.41,1285.5,0.64,1372.53,625.334,0.620581,"D101-E0-F0-sna",9,"D101","E0","F0","sna",2004
"676",1362.41,1263.2,0.57,1442.91,1391.29,0.544881,"D101-E0-F0-sna",9,"D101","E0","F0","sna",2005
"677",1418.32,1295.08,0.59,1584.14,806.651,0.527801,"D101-E0-F0-sna",9,"D101","E0","F0","sna",2006
"678",1450.22,1304.58,0.55,1663.54,573.143,0.462102,"D101-E0-F0-sna",9,"D101","E0","F0","sna",2007
"679",1496.96,1292.44,0.61,1693.55,409.075,0.507336,"D101-E0-F0-sna",9,"D101","E0","F0","sna",2008
"680",1492.55,1334.94,0.6,1610.05,397.587,0.520454,"D101-E0-F0-sna",9,"D101","E0","F0","sna",2009
"681",1493.87,1316.01,0.62,1498.72,391.632,0.588505,"D101-E0-F0-sna",9,"D101","E0","F0","sna",2010
"682",1483.57,1279.04,0.66,1357.8,380.882,0.707903,"D101-E0-F0-sna",9,"D101","E0","F0","sna",2011
"683",1456.19,1287.91,0.63,1159.29,362.762,0.796304,"D101-E0-F0-sna",9,"D101","E0","F0","sna",2012
"684",1459.51,1297.04,0.61,929.369,1116.61,1.01954,"D101-E0-F0-sna",9,"D101","E0","F0","sna",2013
"685",7707.06,1674.17,0,7632.93,1659.29,0,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1978
"686",7796.9,1675.48,0.45,7722.83,1660.61,0.453702,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1979
"687",5629.65,1652.01,0.52,5554.38,1247.1,0.527357,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1980
"688",4098.28,1574.8,0.63,4023.08,2374.43,0.644236,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1981
"689",3020.37,1512.58,0.54,2946.55,1074.67,0.556665,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1982
"690",2581.14,1477.27,0.62,2507.92,1378.71,0.643103,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1983
"691",2258.93,1443.08,0.48,2181.05,924.074,0.500146,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1984
"692",2222.59,1416.34,0.5,2134.46,3088.43,0.524195,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1985
"693",2187.15,1434.88,0.45,2106.42,859.253,0.473909,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1986
"694",2202.28,1487.54,0.46,2141.16,1470.02,0.479024,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1987
"695",2185.6,1418.26,0.47,2122.28,572.538,0.484014,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1988
"696",2143.61,1434.69,0.47,2066.74,2151.09,0.488572,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1989
"697",2097.57,1408.34,0.69,2061.13,959.122,0.722098,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1990
"698",1859.42,1389.5,0.57,1913.71,1149.18,0.566534,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1991
"699",1804,1340.16,0.58,1908.2,2477.9,0.538707,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1992
"700",1767.93,1382.97,0.62,1844.26,1381.12,0.569965,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1993
"701",1718.12,1375.43,0.86,1736.81,887.071,0.830387,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1994
"702",1528.72,1321.26,0.91,1502.5,1333.9,0.928125,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1995
"703",1389.25,1271.43,0.89,1347.31,446.488,0.93231,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1996
"704",1317.37,1279.85,0.93,1316.25,2027.71,0.965535,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1997
"705",1258.3,1231.98,0.77,1346.36,1098.49,0.73186,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1998
"706",1293.68,1254.59,0.71,1434.39,601.266,0.6188,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1999
"707",1343.9,1255.71,0.73,1461.08,2376.51,0.63155,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2000
"708",1357.69,1278.19,0.58,1399.9,942.144,0.533498,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2001
"709",1430.44,1275.1,0.71,1410.01,1555.44,0.711203,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2002
"710",1398.08,1275.37,0.74,1351.88,1089.39,0.777497,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2003
"711",1351.03,1280.69,0.64,1296.94,705.951,0.675022,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2004
"712",1370.04,1258.13,0.57,1333.62,1419.64,0.600229,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2005
"713",1424.95,1295.98,0.59,1441.74,1818.15,0.597958,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2006
"714",1455.76,1306.26,0.55,1527.41,414.327,0.524734,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2007
"715",1501.73,1305.6,0.61,1592.97,310.016,0.560753,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2008
"716",1496.55,1323.27,0.6,1556.3,321.354,0.554473,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2009
"717",1496.73,1290.93,0.62,1505.75,319.224,0.60108,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2010
"718",1485.01,1315.45,0.66,1462.89,316.719,0.670401,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2011
"719",1456.9,1270.21,0.63,1379.71,311.542,0.656319,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2012
"720",1460.53,1297.29,0.61,1223.36,1223.54,0.700774,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2013
